,categories,genres,id,is_free,playtime_forever,price,purchase_date,release_date,tags,total_negative_reviews,total_positive_reviews
291,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG",291,False,0.0,4800,2018-02-16,2014-08-29,"Survival,Zombies,Crafting,Action,Co-op,Multiplayer,RPG,Online Co-Op,Local Co-Op,Adventure,Survival Horror,Hack and Slash,Open World,Post-apocalyptic,Singleplayer,Third Person,Gore,Comedy,Indie,Funny",2301.0,10809.0
292,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats","Indie,Simulation,Strategy",292,False,0.0,2999,2018-05-05,2016-11-10,"Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Indie,Simulation,Futuristic,Benchmark,Great Soundtrack,Replay Value,Space,Co-op,Real Time Tactics,Base Building,Tactical,War,Action,Real-Time with Pause,Military",330.0,1186.0
293,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Casual,Indie,Simulation",293,False,0.0,3400,2019-02-14,2017-05-19,"FMV,Adventure,Indie,Casual,Simulation,Lovecraftian,Choices Matter,Psychological Horror,Mystery,Singleplayer",44.0,213.0
294,"Single-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,VR Support,Steam Workshop,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes level editor","Action,Adventure,Casual,Free to Play,Indie",294,True,0.26666666699999997,0,2018-01-19,2017-07-07,"Free to Play,Survival,Zombies,Multiplayer,Open World,Adventure,Crafting,Action,First-Person,Co-op,Sandbox,Shooter,Post-apocalyptic,FPS,Singleplayer,Massively Multiplayer,Indie,Atmospheric,Casual,Early Access",800.0,6913.0
295,"Single-player,Multi-player,Co-op,Partial Controller Support","Action,Adventure",295,False,2.6,8800,2017-03-03,2012-11-28,"Open World,FPS,Action,Adventure,Shooter,Stealth,Multiplayer,Hunting,First-Person,Singleplayer,Co-op,Sandbox,Survival,Story Rich,Masterpiece,Online Co-Op,Atmospheric,Colorful,Crafting,Nudity",5190.0,41426.0
296,"Multi-player,Online Multi-Player,MMO,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats","Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Early Access",296,False,2.483333333,6900,2019-02-12,2016-06-09,"Early Access,Medieval,Massively Multiplayer,Open World,RPG,MMORPG,Crafting,PvP,Action,Sandbox,Survival,Indie,Multiplayer,Early Access,Adventure,Swordplay,Great Soundtrack,Historical,Atmospheric,Simulation",1013.0,2129.0
297,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",297,False,0.0,7900,2016-11-09,2012-10-16,"Point & Click,Adventure,Dark Humor,Comedy,Singleplayer,Indie,Puzzle,Female Protagonist,1990's,Retro,Classic,Cult Classic,Funny,Great Soundtrack",139.0,1326.0
298,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,RPG",298,False,0.0,6800,2018-01-30,2016-11-29,"Action,Hack and Slash,Adventure,Dark Fantasy,RPG,Third Person,Singleplayer,Violent,Puzzle,Fantasy,Demons,Gore,Post-apocalyptic,Open World,Story Rich,Remake,Controller,Difficult,Metroidvania,Multiplayer",756.0,4257.0
299,"Single-player,Steam Cloud",Strategy,299,False,2.883333333,8800,2018-07-22,2017-12-05,Strategy,29.0,114.0
300,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG,Simulation,Strategy",300,False,0.233333333,4900,2018-12-21,2018-02-05,"RPG,Adventure,Pixel Graphics,Indie,Action,Strategy,Simulation,2D,Side Scroller,City Builder,Base Building,Singleplayer,Platformer,Fantasy,Building",155.0,978.0
301,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Casual,Simulation",301,False,0.233333333,2100,2018-09-01,2016-07-14,"Simulation,VR,Action,Casual,Adventure,Indie,Horror",52.0,201.0
302,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie",302,False,0.15,8800,2018-05-16,2018-07-31,"Action,Adventure,Violent,Indie,Female Protagonist,VR,Story Rich",57.0,440.0
303,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,RPG",303,False,0.41666666700000005,400,2017-12-14,2015-11-23,"RPGMaker,Adventure,Crime,Atmospheric,Detective,Indie,RPG,Singleplayer,Story Rich,Casual,Choices Matter,Mystery,Simulation,Villain Protagonist,Short,2D,Pixel Graphics,Horror,Dark,Comedy",123.0,1266.0
304,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation",304,False,0.0,3700,2018-07-13,2015-08-12,"Hacking,Simulation,Singleplayer,Programming,Indie,Great Soundtrack,Puzzle,Typing,Story Rich,Cyberpunk,Atmospheric,2D,Adventure,Sci-fi,Casual,Strategy,Education,Difficult,Horror,Multiplayer",622.0,8255.0
305,"Multi-player,Online Multi-Player,Co-op,Online Co-op","Action,Massively Multiplayer,Simulation,Early Access",305,False,0.716666667,8000,2018-10-21,2018-10-19,"Early Access,VR,Simulation,Massively Multiplayer,Early Access,Action,Violent,FPS",161.0,565.0
306,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie,Strategy",306,False,0.0,4800,2018-06-21,2016-02-03,"Action,Tower Defense,Indie,Strategy,Co-op,Multiplayer,Third-Person Shooter,Aliens,Sci-fi,Shooter,Online Co-Op",32.0,125.0
307,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,RPG",307,False,0.033333333,6800,2018-06-05,2014-09-23,"Co-op,Dungeon Crawler,Action,RPG,Hack and Slash,Local Co-Op,Multiplayer,Adventure,Top-Down,4 Player Local,Arcade,Remake,Classic,Fantasy,Online Co-Op,Local Multiplayer,Action RPG,Isometric,Casual,Old School",969.0,3361.0
308,"Single-player,Multi-player,Steam Achievements,Full controller support","Action,Adventure",308,False,22.35,11900,2018-06-22,2015-04-13,"Open World,Action,Multiplayer,Third Person,First-Person,Crime,Shooter,Adventure,Singleplayer,Third-Person Shooter,Mature,Racing,Atmospheric,Co-op,Sandbox,Funny,Great Soundtrack,Comedy,Masterpiece,Moddable",127502.0,330688.0
309,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support","Action,Adventure,RPG",309,False,20.61666667,24800,2019-03-01,2018-10-05,"Open World,RPG,Assassin,Singleplayer,Action,Historical,Adventure,Stealth,Story Rich,Third Person,Parkour,Female Protagonist,Sexual Content,Choices Matter,Violent,Atmospheric,Great Soundtrack,Nudity,Multiplayer,Gore",4546.0,24088.0
310,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Indie,RPG,Strategy",310,False,0.0,7800,2019-02-20,2016-01-19,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,RPG,Rogue-like,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Atmospheric,Strategy,Dark,Indie,2D,Horror,Rogue-lite,Gothic,Fantasy,Kickstarter",6291.0,41141.0
311,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie,RPG,Strategy",311,False,0.0,6800,2019-07-08,2016-03-29,"Indie,Action,RPG,Rogue-lite,Strategy,Card Game,Singleplayer,Action RPG,Top-Down,Dungeon Crawler,Fantasy,Arcade,Trading Card Game,Difficult,Action-Adventure,Hack and Slash,Rogue-like,Procedural Generation,Adventure,Blood",67.0,363.0
312,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available",Action,312,False,0.166666667,6999900,2017-03-10,2009-11-16,"Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical",5827.0,166310.0
313,"Single-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie",313,False,0.0,7200,2018-04-08,2015-08-20,"Adventure,Co-op,Puzzle,Action,Platformer,Fantasy,Local Co-Op,3D Platformer,Indie,Atmospheric,Great Soundtrack,RPG,Short,Multiplayer,3D Vision,Local Multiplayer,Singleplayer,Controller,Physics,Early Access",1438.0,2983.0
314,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,RPG",314,False,0.0,6400,2018-03-28,2016-09-15,"FPS,Action,Singleplayer,RPG,Story Rich,First-Person,Shooter,Atmospheric,Horror,Sci-fi,Dystopian,Adventure,Underwater,Steampunk,Great Soundtrack,Dark,Multiplayer,Alternate History,Remake,Open World",2333.0,2557.0
315,"Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Action,RPG,Simulation,Strategy",315,False,0.0,10000,2018-04-23,2017-05-23,"Space,Open World,RPG,Action,Sci-fi,Strategy,Simulation,Singleplayer,Space Sim,Sandbox,4X,Moddable,Base Building,Strategy RPG,Indie,Early Access,3D",616.0,1653.0
316,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,316,False,0.0,11200,2019-05-01,2017-03-17,"Nudity,Sexual Content,Anime,Mature,Action,Female Protagonist,Hack and Slash,Cute,Fighting,Ninja,Multiplayer,Beat 'em up,Singleplayer,Story Rich,Great Soundtrack,JRPG,Dating Sim,Visual Novel,RPG,Co-op",129.0,2800.0
317,Single-player,"Simulation,Strategy",317,False,0.05,3600,2019-05-01,2010-07-28,"Simulation,Strategy,Economy,Medieval,RPG,Trading,City Builder,Singleplayer,Politics,Multiplayer,Management,Sandbox,Resource Management,Historical,Open World,Building,Violent,Spectacle fighter,Swordplay,Submarine",459.0,1753.0
318,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG,Strategy",318,False,2.016666667,7000,2019-06-09,2018-04-19,"RPG,Turn-Based Combat,Adventure,Online Co-Op,Co-op,Strategy,Turn-Based,Rogue-like,Multiplayer,Turn-Based Strategy,Party-Based RPG,Indie,Board Game,Fantasy,Rogue-lite,Strategy RPG,Hex Grid,Difficult,Local Co-Op,Early Access",865.0,4633.0
319,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",319,False,0.816666667,2100,2017-06-28,2016-07-05,"Puzzle,Mystery,Atmospheric,Point & Click,Hidden Object,Adventure,Indie,Singleplayer,Horror,Short,Lovecraftian,Psychological Horror,Steampunk,Story Rich,First-Person,Casual,Dark,Great Soundtrack",185.0,7790.0
320,"Single-player,Multi-player,Steam Trading Cards","RPG,Simulation,Strategy",320,False,0.0,11200,2017-12-13,2012-02-14,"Grand Strategy,Medieval,Strategy,Historical,Simulation,RPG,Sandbox,Politics,Multiplayer,Diplomacy,Replay Value,Singleplayer,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op",2062.0,20898.0
321,"Single-player,Steam Achievements,Steam Trading Cards","Violent,Action,Adventure,Casual,Indie,Simulation",321,False,0.0,6800,2018-11-25,2017-08-04,"Action,Indie,Adventure,Violent,Casual,VR,Simulation,FPS,First-Person,Military,Shooter,Singleplayer,Funny,Horror,Gore,Memes,Competitive,Retro,Arcade,Gun Customization",4.0,177.0
322,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG,Strategy",322,True,1.3666666669999998,0,2017-06-23,2014-09-18,"RPG,Post-apocalyptic,Turn-Based,Strategy,Tactical,Adventure,Isometric,Singleplayer,Kickstarter,CRPG,Open World,Indie,Turn-Based Strategy,Sci-fi,Crowdfunded,Survival,Atmospheric,Exploration,Old School,Early Access",0.0,0.0
323,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,RPG",323,False,1.266666667,9800,2018-11-21,2018-03-13,"Choices Matter,Adventure,Story Rich,RPG,Detective,Puzzle,Mystery,Episodic,Historical,Singleplayer,Horror,Atmospheric,Nudity,Illuminati,Choose Your Own Adventure,Multiple Endings,Violent,Conspiracy,Point & Click",258.0,1306.0
324,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Simulation,Strategy",324,False,0.283333333,3800,2017-11-05,2016-10-18,"Simulation,Strategy,Puzzle,Physics,Singleplayer,Sandbox",87.0,2099.0
325,"Single-player,Steam Leaderboards",Indie,325,False,3.15,9000,2018-05-01,2019-05-21,"VR,Rhythm,Music,Great Soundtrack,Indie,Fast-Paced,Singleplayer,First-Person,Moddable,Difficult,Sports,Action,Swordplay,Early Access,Memes,Star Wars,Anime,Multiplayer,Music-Based Procedural Generation,Futuristic",949.0,15327.0
326,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Steam Leaderboards",Action,326,False,0.0,3600,2017-04-04,2013-04-16,"Action,Beat 'em up,Local Co-Op,Side Scroller,Co-op,Platformer,Online Co-Op,Arcade,Multiplayer,Fighting,Local Multiplayer,RPG,2D,Controller,Fantasy,Indie,Hack and Slash,Singleplayer",127.0,331.0
327,Single-player,RPG,327,False,0.0,4800,2017-04-04,2012-12-21,"RPG,Open World,Hack and Slash,Action RPG,Multiplayer,Co-op,Fantasy,Singleplayer,Loot,Action,Adventure,Isometric,Female Protagonist,Sandbox,Character Customization,Masterpiece,Atmospheric,Dark Fantasy",333.0,845.0
328,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",328,False,0.0,1800,2018-03-15,2014-07-10,"Visual Novel,Adventure,Indie,RPG,Choices Matter,Singleplayer,Multiple Endings,Point & Click,Short,Story Rich,Sexual Content",233.0,1688.0
329,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats","Action,Adventure",329,False,2.383333333,24800,2018-10-30,2017-11-14,"Adventure,Action,Open World,Sci-fi,Remake,Third Person,Singleplayer,Story Rich,Cult Classic,Classic",35.0,251.0
330,"Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud",Action,330,False,0.0,6800,2018-05-09,2016-07-25,"Action,Sci-fi,Platformer,Metroidvania,Comedy,Side Scroller,Retro,Funny,Great Soundtrack",42.0,378.0
331,"Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor","Adventure,Indie",331,False,2.5333333330000003,8800,2019-06-28,2017-10-05,"Cute,3D Platformer,Great Soundtrack,Female Protagonist,Adventure,Indie,Platformer,Funny,Exploration,Colorful,Third Person,Singleplayer,Open World,Comedy,Moddable,Family Friendly,Co-op,Action,Kickstarter,Atmospheric",296.0,15943.0
332,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Partial Controller Support","Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Early Access",332,True,0.316666667,0,2018-02-27,2017-02-01,"Early Access,VR,Free to Play,Memes,Anime,Funny,Multiplayer,Early Access,Massively Multiplayer,First-Person,Psychological Horror,Open World,Simulation,Casual,Sexual Content,Adventure,Horror,Nudity,MMORPG,Sports",29.0,135.0
333,"Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie",333,False,0.0,4800,2019-06-27,2017-08-01,"Action,Top-Down,Beat 'em up,Indie,Gore,Fighting,Hack and Slash,Violent,Martial Arts,Controller,Twin Stick Shooter,Spectacle fighter,Shooter,Fast-Paced,Arena Shooter,Character Action Game,Action-Adventure,Silent Protagonist,Mouse only,Co-op",204.0,854.0
334,"Single-player,Steam Achievements,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,RPG",334,False,0.0,11800,2019-06-28,2014-03-05,"RPG,Comedy,Adventure,Funny,Turn-Based,Dark Humor,Singleplayer,Action,Mature,2D,Satire,Nudity,Masterpiece,Cartoon,Open World,Story Rich,Fantasy,Epic,Turn-Based Strategy,Zombies",741.0,27271.0
335,"Single-player,Steam Trading Cards,Steam Cloud",Adventure,335,False,0.0,2500,2019-02-27,2013-10-17,"Point & Click,Adventure,Classic,Horror,Retro,Based On A Novel,Story Rich,Cult Classic,Singleplayer,1990's,Dark,2D,Masterpiece,Great Soundtrack,Funny,Post-apocalyptic,Surreal,Puzzle,Cyberpunk,Old School",90.0,730.0
336,"Single-player,VR Support,SteamVR Collectibles",Action,336,False,0.683333333,4800,2017-11-19,2017-10-12,"VR,Action,Space,Great Soundtrack,Shooter,First-Person,Pirates,FPS,Early Access,Sci-fi,Arcade",94.0,1949.0
337,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Action,337,False,0.0,9900,2019-07-24,2017-09-14,"Stealth,Action,First-Person,Female Protagonist,Steampunk,Singleplayer,Assassin,Atmospheric,Violent,Story Rich,Magic,Adventure,Open World,Dark,Choices Matter,Gore,Parkour,FPS,Immersive Sim,Fantasy",463.0,2292.0
338,"Single-player,Steam Achievements,Full controller support",Adventure,338,False,0.0,5000,2018-02-05,2016-08-02,"Batman,Superhero,Story Rich,Choices Matter,Adventure,Singleplayer,Episodic,Action,Atmospheric,Quick-Time Events,Point & Click,Dark,Comic Book,Choose Your Own Adventure,Detective,Violent,Noir,Visual Novel,Gore,Hidden Object",1589.0,5034.0
339,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie",339,False,5.8833333329999995,3600,2016-11-09,2012-08-06,"Adventure,Point & Click,Comedy,Puzzle,Singleplayer,Funny,Story Rich,Indie,2D,Dark Humor,Great Soundtrack,Hand-drawn,Steampunk,Classic,Masterpiece,Retro,Sci-fi,Dystopian,Cult Classic,1990's",687.0,5641.0
340,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie",340,False,0.083333333,4000,2018-03-04,2015-09-03,"Action,Indie,Twin Stick Shooter,VR,Platformer,Difficult",0.0,58.0
341,"Single-player,Full controller support","Free to Play,Indie",341,True,0.6166666670000001,0,2016-12-03,2016-05-31,"Free to Play,Walking Simulator,First-Person,Indie,Singleplayer,Adventure,Multiplayer,Simulation,Short,Open World,Atmospheric,Survival,Great Soundtrack,Story Rich,Action,Early Access,Family Friendly,Funny,Strategy,VR",32.0,42.0
342,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie",342,False,1.116666667,7900,2016-11-13,2012-11-06,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Masterpiece,Story Rich,Great Soundtrack,2D,Hand-drawn,Steampunk,Dark Humor,Retro,Classic,Sci-fi",108.0,1142.0
343,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",343,False,0.0,7900,2018-04-21,2015-07-02,"Adventure,Point & Click,Indie,Female Protagonist,Fantasy,Dark Humor,Dark,Singleplayer,Puzzle,Horror,Atmospheric,Comedy",92.0,609.0
344,"Single-player,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Adventure,Indie,RPG,Strategy",344,False,0.05,4800,2017-10-28,2013-07-25,"RPG,Cyberpunk,Turn-Based,Isometric,Sci-fi,Indie,Strategy,Singleplayer,Tactical,Kickstarter,Moddable,Adventure,CRPG,Story Rich,Crowdfunded,Fantasy,Turn-Based Strategy,Atmospheric,Dystopian,Female Protagonist",833.0,6383.0
345,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Indie,Strategy",345,False,63.8,8000,2017-12-04,2019-01-23,"Card Game,Rogue-like,Turn-Based,Strategy,Singleplayer,Rogue-lite,Replay Value,Indie,Difficult,Dungeon Crawler,RPG,Mouse only,Early Access,Great Soundtrack,2D,Procedural Generation,Fantasy,Casual,Touch-Friendly,Addictive",1077.0,31062.0
346,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",346,False,0.0,3600,2019-02-27,2017-05-10,"Story Rich,Indie,Great Soundtrack,RPGMaker,Adventure,Pixel Graphics,RPG,Cute,Emotional,Singleplayer,Puzzle,Anime,2D,Atmospheric,Fantasy,Horror",44.0,1975.0
347,"Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Adventure",347,False,23.63333333,20800,2018-02-16,2017-03-06,"Open World,Shooter,Action,Co-op,Multiplayer,Tactical,Stealth,Third-Person Shooter,Military,Singleplayer,FPS,Third Person,Adventure,Online Co-Op,Strategy,Survival,Sandbox,First-Person,Atmospheric,PvP",7681.0,23338.0
348,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Casual,Indie",348,False,0.0,2000,2019-03-28,2013-04-25,"Adventure,Indie,Interactive Fiction,Casual,Based On A Novel,Point & Click,Narration,Singleplayer,Story Rich,Horror,Thriller",63.0,263.0
349,"Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie,RPG",349,False,0.333333333,4800,2017-03-25,2016-07-21,"Pixel Graphics,Zombies,Action,Rogue-like,Survival,Local Co-Op,Indie,Character Customization,Comedy,Great Soundtrack,RPG,Rogue-lite,Funny,Difficult,2D,Replay Value,Multiplayer,Co-op,Memes,Adventure",202.0,3083.0
350,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Action,350,False,2.45,3700,2018-01-23,2014-10-10,"Quick-Time Events,Rome,Action,Hack and Slash,Third Person,Historical,Gore,Adventure,Singleplayer,Multiplayer,War,Linear,Atmospheric,Co-op,Benchmark,RPG,Nudity,Masterpiece,Open World,Short",2303.0,11922.0
351,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG",351,False,0.0,5000,2018-11-17,2017-05-05,"Indie,Adventure,Action,Action-Adventure,Exploration,Top-Down,RPG,Singleplayer,Action RPG,Retro,Puzzle,Family Friendly,Fantasy,Funny,Colorful,Atmospheric,Great Soundtrack,Story Rich,Metroidvania,Open World",23.0,106.0
352,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Simulation",352,False,0.783333333,8800,2017-11-24,2016-12-20,"Simulation,Action,VR,Flight",91.0,150.0
353,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure",353,False,0.0,6800,2018-08-15,2015-06-23,"Batman,Action,Open World,Superhero,Stealth,Adventure,Third Person,Singleplayer,Detective,Fighting,Atmospheric,Story Rich,Dark,Comic Book,Masterpiece,Beat 'em up,Puzzle,Mature,Strategy,Sandbox",4849.0,19008.0
354,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG",354,False,0.0,8300,2018-01-30,2015-11-05,"Action,Hack and Slash,Adventure,RPG,Open World,Singleplayer,Third Person,Fantasy,Puzzle,Story Rich,Great Soundtrack,Action RPG,Dark Fantasy,Parkour,Loot,Spectacle fighter,Gore,Controller,Multiplayer,Metroidvania",1719.0,5099.0
355,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure",355,False,0.0,6800,2017-09-23,2016-06-03,"Action,FPS,Adventure,Shooter,Cyberpunk,Robots,Singleplayer,Sci-fi,Nudity,First-Person,Horror",159.0,718.0
356,"Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer","Indie,Strategy",356,False,0.0,10000,2018-03-05,2013-12-05,"Strategy,Turn-Based Strategy,Indie,Grand Strategy,Fantasy,Multiplayer,Moddable,Turn-Based,Difficult,Singleplayer,God Game,4X,Addictive,RPG,Masterpiece,Mythology,Sandbox",102.0,915.0
357,"Single-player,Full controller support","Action,Adventure",0,False,,3500,2018-10-28,2012-05-22,"Action,Adventure,Horror,Third Person,Singleplayer,Thriller,Third-Person Shooter,Psychological Horror,Mystery,Arcade,Atmospheric,Shooter,Cinematic,Survival Horror,Detective,Story Rich,Survival,Supernatural,Controller,Short",1122.0,2607.0
358,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Adventure,Strategy",1,False,,11600,2019-07-20,2018-04-24,"Mechs,Strategy,Turn-Based,Turn-Based Tactics,Sci-fi,Turn-Based Strategy,Tactical,Robots,Singleplayer,Multiplayer,RPG,Action,Futuristic,Space,Character Customization,Management,Adventure,Story Rich,Great Soundtrack,Difficult",2235.0,5762.0
359,"Single-player,Steam Achievements,Steam Trading Cards","Indie,Simulation,Strategy",2,False,,2100,2019-07-16,2017-03-20,"Strategy,Simulation,Indie,Political,Cold War,Politics,Historical,Alternate History,Singleplayer,Great Soundtrack",133.0,687.0
360,"Single-player,Multi-player,Co-op","Action,Strategy",3,False,,3600,2018-01-30,2007-07-17,"Strategy,Action,Military,Tactical",39.0,67.0
361,"Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Action,Adventure",4,False,,3400,2017-02-24,2013-08-22,"Open World,Action,Comedy,Co-op,Third-Person Shooter,Superhero,Sandbox,Character Customization,Funny,Third Person,Adventure,Online Co-Op,Aliens,Parody,Multiplayer,Great Soundtrack,Singleplayer,Sci-fi,Dark Humor,Female Protagonist",3708.0,40344.0
362,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",5,False,,6800,2018-06-03,2018-02-28,"Indie,Adventure,RPG,Interactive Fiction,Story Rich,Great Soundtrack,Atmospheric,Singleplayer,Walking Simulator,Visual Novel,Narration",81.0,387.0
363,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Leaderboards,Includes level editor","Action,Casual,Indie,Strategy",6,False,,6800,2019-06-09,2017-09-12,"Strategy,RTS,Pixel Graphics,Multiplayer,Indie,Action,Casual,Great Soundtrack,2D,Competitive,Controller,Singleplayer,Split Screen,Local Co-Op,Isometric,Story Rich,Procedural Generation,Local Multiplayer,4 Player Local",360.0,1628.0
364,Single-player,"Action,Adventure",7,False,,1800,2018-03-22,2008-06-13,"Action,Adventure,Comedy,Psychological Horror,Funny,Multiplayer,Minigames,Singleplayer,Great Soundtrack,Atmospheric,Classic,Arcade",83.0,256.0
365,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud","Nudity,Violent,RPG",8,False,,6800,2018-06-12,2011-02-03,"RPG,Open World,Fantasy,Third Person,Exploration,Singleplayer,Multiplayer,Action RPG,Co-op,Adventure,Crafting,Story Rich,Hack and Slash,Action,Dark Fantasy,Great Soundtrack,Nudity,Magic,Inventory Management,Violent",1290.0,1773.0
